iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
48,"(29, 10)","(30, 10)",West,[],"[(30, 8), (15, 16), (24, 11)]","[(30, 8), (15, 16), (24, 11)]","{(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (25, 11)}",19,N/A,N/A
49,"(24, 11)","(25, 11)",West,"[(24, 12)]","[(30, 8), (15, 16)]","[(24, 12), (30, 8), (15, 16)]","{(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",19,N/A,N/A
50,"(15, 16)","(16, 16)",West,"[(14, 16)]","[(24, 12), (30, 8)]","[(14, 16), (24, 12), (30, 8)]","{(21, 16), (31, 14), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",19,N/A,N/A
51,"(30, 8)","(30, 9)",South,"[(31, 8)]","[(14, 16), (24, 12)]","[(31, 8), (14, 16), (24, 12)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",20,N/A,N/A
52,"(24, 12)","(24, 11)",North,"[(23, 12)]","[(31, 8), (14, 16)]","[(23, 12), (31, 8), (14, 16)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",20,N/A,N/A
53,"(14, 16)","(15, 16)",West,"[(13, 16)]","[(23, 12), (31, 8)]","[(13, 16), (23, 12), (31, 8)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",20,N/A,N/A
54,"(31, 8)","(30, 8)",East,"[(32, 8)]","[(13, 16), (23, 12)]","[(32, 8), (13, 16), (23, 12)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",21,N/A,N/A
55,"(23, 12)","(24, 12)",West,"[(22, 12)]","[(32, 8), (13, 16)]","[(22, 12), (32, 8), (13, 16)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",21,N/A,N/A
56,"(13, 16)","(14, 16)",West,"[(12, 16)]","[(22, 12), (32, 8)]","[(12, 16), (22, 12), (32, 8)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",21,N/A,N/A
57,"(32, 8)","(31, 8)",East,"[(33, 8)]","[(12, 16), (22, 12)]","[(33, 8), (12, 16), (22, 12)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",22,N/A,N/A
58,"(22, 12)","(23, 12)",West,"[(21, 12)]","[(33, 8), (12, 16)]","[(21, 12), (33, 8), (12, 16)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",22,N/A,N/A
59,"(12, 16)","(13, 16)",West,"[(11, 16)]","[(21, 12), (33, 8)]","[(11, 16), (21, 12), (33, 8)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",22,N/A,N/A
60,"(33, 8)","(32, 8)",East,"[(34, 8)]","[(11, 16), (21, 12)]","[(34, 8), (11, 16), (21, 12)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",23,N/A,N/A
61,"(21, 12)","(22, 12)",West,"[(20, 12)]","[(34, 8), (11, 16)]","[(20, 12), (34, 8), (11, 16)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (25, 14), (24, 12), (25, 11)}",23,N/A,N/A
62,"(11, 16)","(12, 16)",West,"[(10, 16)]","[(20, 12), (34, 8)]","[(10, 16), (20, 12), (34, 8)]","{(21, 16), (31, 14), (31, 8), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",23,N/A,N/A
63,"(34, 8)","(33, 8)",East,"[(34, 7)]","[(10, 16), (20, 12)]","[(34, 7), (10, 16), (20, 12)]","{(21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",24,N/A,N/A
64,"(20, 12)","(21, 12)",West,"[(20, 11), (19, 12)]","[(34, 7), (10, 16)]","[(19, 12), (20, 11), (34, 7), (10, 16)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",24,N/A,N/A
65,"(10, 16)","(11, 16)",West,"[(9, 16)]","[(19, 12), (20, 11), (34, 7)]","[(9, 16), (19, 12), (20, 11), (34, 7)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",24,N/A,N/A
66,"(34, 7)","(34, 8)",South,"[(34, 6)]","[(9, 16), (19, 12), (20, 11)]","[(34, 6), (9, 16), (19, 12), (20, 11)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",25,N/A,N/A
67,"(20, 11)","(20, 12)",South,"[(20, 10), (19, 11)]","[(34, 6), (9, 16), (19, 12)]","[(19, 11), (20, 10), (34, 6), (9, 16), (19, 12)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",25,N/A,N/A
68,"(19, 12)","(20, 12)",West,"[(18, 12)]","[(19, 11), (20, 10), (34, 6), (9, 16)]","[(18, 12), (19, 11), (20, 10), (34, 6), (9, 16)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (18, 12), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",25,N/A,N/A
69,"(9, 16)","(10, 16)",West,"[(8, 16)]","[(18, 12), (19, 11), (20, 10), (34, 6)]","[(8, 16), (18, 12), (19, 11), (20, 10), (34, 6)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (18, 12), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (8, 16), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",25,N/A,N/A
70,"(34, 6)","(34, 7)",South,"[(33, 6)]","[(8, 16), (18, 12), (19, 11), (20, 10)]","[(33, 6), (8, 16), (18, 12), (19, 11), (20, 10)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (18, 12), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (8, 16), (33, 6), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",26,N/A,N/A
71,"(20, 10)","(20, 11)",South,"[(20, 9)]","[(33, 6), (8, 16), (18, 12), (19, 11)]","[(20, 9), (33, 6), (8, 16), (18, 12), (19, 11)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (18, 12), (20, 9), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (8, 16), (33, 6), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",26,N/A,N/A
72,"(19, 11)","(20, 11)",West,[],"[(20, 9), (33, 6), (8, 16), (18, 12)]","[(20, 9), (33, 6), (8, 16), (18, 12)]","{(20, 11), (21, 16), (31, 14), (31, 8), (34, 7), (23, 16), (34, 16), (34, 10), (12, 16), (14, 16), (27, 13), (30, 9), (27, 16), (30, 12), (19, 12), (33, 8), (33, 14), (32, 12), (24, 11), (25, 16), (26, 11), (16, 16), (26, 14), (18, 16), (29, 16), (29, 10), (34, 6), (21, 12), (31, 10), (31, 16), (20, 16), (20, 10), (23, 12), (34, 12), (22, 16), (34, 15), (27, 12), (19, 11), (30, 8), (30, 14), (9, 16), (33, 10), (33, 16), (32, 14), (32, 8), (11, 16), (24, 16), (13, 16), (25, 15), (26, 16), (15, 16), (18, 12), (20, 9), (31, 12), (34, 11), (20, 12), (34, 8), (34, 14), (22, 12), (27, 11), (28, 16), (30, 13), (27, 14), (17, 16), (30, 10), (30, 16), (19, 16), (8, 16), (33, 6), (33, 12), (32, 10), (32, 16), (10, 16), (25, 14), (24, 12), (25, 11)}",26,N/A,N/A
73,"(18, 12)","(19, 12)",West,"[(17, 12)]","[(20, 9), (33, 6), (8, 16)]","[(17, 12), (20, 9), (33, 6), (8, 16)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (34, 12), (19, 11), (11, 16), (32, 14), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (25, 11), (31, 8), (34, 7), (34, 16), (33, 8), (26, 11), (18, 16), (31, 10), (20, 10), (22, 16), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 12), (34, 11), (20, 12), (33, 12), (31, 14), (14, 16), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (27, 12), (30, 8), (33, 16), (20, 9), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 16), (30, 12), (19, 12), (25, 16), (29, 16), (21, 12), (34, 15), (30, 14), (32, 8), (34, 8), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",26,N/A,N/A
74,"(8, 16)","(9, 16)",West,"[(7, 16)]","[(17, 12), (20, 9), (33, 6)]","[(7, 16), (17, 12), (20, 9), (33, 6)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (34, 12), (19, 11), (11, 16), (32, 14), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (25, 11), (31, 8), (34, 7), (34, 16), (33, 8), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 12), (34, 11), (20, 12), (33, 12), (31, 14), (14, 16), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (27, 12), (30, 8), (33, 16), (20, 9), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 16), (30, 12), (19, 12), (25, 16), (29, 16), (21, 12), (34, 15), (30, 14), (32, 8), (34, 8), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",26,N/A,N/A
75,"(33, 6)","(34, 6)",West,"[(32, 6)]","[(7, 16), (17, 12), (20, 9)]","[(32, 6), (7, 16), (17, 12), (20, 9)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (34, 12), (19, 11), (11, 16), (32, 14), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (25, 11), (31, 8), (34, 7), (34, 16), (33, 8), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 12), (34, 11), (20, 12), (33, 12), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (27, 12), (30, 8), (33, 16), (20, 9), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 16), (30, 12), (19, 12), (25, 16), (29, 16), (21, 12), (34, 15), (30, 14), (32, 8), (34, 8), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",27,N/A,N/A
76,"(20, 9)","(20, 10)",South,"[(21, 9)]","[(32, 6), (7, 16), (17, 12)]","[(21, 9), (32, 6), (7, 16), (17, 12)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (21, 9), (34, 12), (19, 11), (11, 16), (32, 14), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (25, 11), (31, 8), (34, 7), (34, 16), (33, 8), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 12), (34, 11), (20, 12), (33, 12), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (27, 12), (30, 8), (33, 16), (20, 9), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 16), (30, 12), (19, 12), (25, 16), (29, 16), (21, 12), (34, 15), (30, 14), (32, 8), (34, 8), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",27,N/A,N/A
