iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
102,"(25, 9)","(24, 9)",East,"[(26, 9)]","[(31, 4), (30, 3), (2, 16), (12, 12), (14, 10), (14, 14)]","[(26, 9), (31, 4), (30, 3), (2, 16), (12, 12), (14, 10), (14, 14)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (14, 10), (30, 6), (5, 16), (33, 8), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",32,N/A,N/A
103,"(14, 14)","(15, 14)",West,"[(13, 14)]","[(26, 9), (31, 4), (30, 3), (2, 16), (12, 12), (14, 10)]","[(13, 14), (26, 9), (31, 4), (30, 3), (2, 16), (12, 12), (14, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",32,N/A,N/A
104,"(14, 10)","(14, 11)",South,"[(15, 10)]","[(13, 14), (26, 9), (31, 4), (30, 3), (2, 16), (12, 12)]","[(15, 10), (13, 14), (26, 9), (31, 4), (30, 3), (2, 16), (12, 12)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",32,N/A,N/A
105,"(12, 12)","(13, 12)",West,"[(12, 13), (12, 11)]","[(15, 10), (13, 14), (26, 9), (31, 4), (30, 3), (2, 16)]","[(12, 11), (12, 13), (15, 10), (13, 14), (26, 9), (31, 4), (30, 3), (2, 16)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",32,N/A,N/A
106,"(2, 16)","(3, 16)",West,"[(1, 16)]","[(12, 11), (12, 13), (15, 10), (13, 14), (26, 9), (31, 4), (30, 3)]","[(1, 16), (12, 11), (12, 13), (15, 10), (13, 14), (26, 9), (31, 4), (30, 3)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",32,N/A,N/A
107,"(30, 3)","(30, 4)",South,"[(31, 3)]","[(1, 16), (12, 11), (12, 13), (15, 10), (13, 14), (26, 9), (31, 4)]","[(31, 3), (1, 16), (12, 11), (12, 13), (15, 10), (13, 14), (26, 9), (31, 4)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
108,"(31, 4)","(30, 4)",East,"[(32, 4)]","[(31, 3), (1, 16), (12, 11), (12, 13), (15, 10), (13, 14), (26, 9)]","[(32, 4), (31, 3), (1, 16), (12, 11), (12, 13), (15, 10), (13, 14), (26, 9)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
109,"(26, 9)","(25, 9)",East,"[(27, 9)]","[(32, 4), (31, 3), (1, 16), (12, 11), (12, 13), (15, 10), (13, 14)]","[(27, 9), (32, 4), (31, 3), (1, 16), (12, 11), (12, 13), (15, 10), (13, 14)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
110,"(13, 14)","(14, 14)",West,"[(12, 14)]","[(27, 9), (32, 4), (31, 3), (1, 16), (12, 11), (12, 13), (15, 10)]","[(12, 14), (27, 9), (32, 4), (31, 3), (1, 16), (12, 11), (12, 13), (15, 10)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
111,"(15, 10)","(14, 10)",East,"[(16, 10)]","[(12, 14), (27, 9), (32, 4), (31, 3), (1, 16), (12, 11), (12, 13)]","[(16, 10), (12, 14), (27, 9), (32, 4), (31, 3), (1, 16), (12, 11), (12, 13)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
112,"(12, 13)","(12, 12)",North,[],"[(16, 10), (12, 14), (27, 9), (32, 4), (31, 3), (1, 16), (12, 11)]","[(16, 10), (12, 14), (27, 9), (32, 4), (31, 3), (1, 16), (12, 11)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
113,"(12, 11)","(12, 12)",South,"[(12, 10)]","[(16, 10), (12, 14), (27, 9), (32, 4), (31, 3), (1, 16)]","[(12, 10), (16, 10), (12, 14), (27, 9), (32, 4), (31, 3), (1, 16)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
114,"(1, 16)","(2, 16)",West,"[(1, 15)]","[(12, 10), (16, 10), (12, 14), (27, 9), (32, 4), (31, 3)]","[(1, 15), (12, 10), (16, 10), (12, 14), (27, 9), (32, 4), (31, 3)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",33,N/A,N/A
115,"(31, 3)","(30, 3)",East,[],"[(1, 15), (12, 10), (16, 10), (12, 14), (27, 9), (32, 4)]","[(1, 15), (12, 10), (16, 10), (12, 14), (27, 9), (32, 4)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
116,"(32, 4)","(31, 4)",East,"[(33, 4)]","[(1, 15), (12, 10), (16, 10), (12, 14), (27, 9)]","[(33, 4), (1, 15), (12, 10), (16, 10), (12, 14), (27, 9)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
117,"(27, 9)","(26, 9)",East,"[(27, 8)]","[(33, 4), (1, 15), (12, 10), (16, 10), (12, 14)]","[(27, 8), (33, 4), (1, 15), (12, 10), (16, 10), (12, 14)]","{(21, 16), (34, 10), (27, 13), (17, 12), (30, 9), (32, 12), (1, 15), (26, 14), (15, 14), (21, 9), (34, 12), (17, 14), (19, 11), (11, 16), (32, 14), (29, 6), (26, 16), (15, 16), (18, 12), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (13, 12), (25, 11), (26, 9), (31, 8), (34, 7), (34, 16), (12, 13), (14, 10), (30, 6), (5, 16), (33, 8), (13, 14), (26, 11), (16, 10), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (14, 12), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (16, 12), (31, 3), (31, 12), (34, 11), (20, 12), (22, 9), (14, 14), (32, 4), (33, 12), (24, 9), (1, 16), (16, 14), (31, 14), (12, 10), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (16, 16), (29, 10), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (27, 12), (30, 8), (33, 16), (20, 9), (12, 14), (14, 11), (27, 14), (17, 13), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (30, 3), (27, 16), (30, 12), (19, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (15, 10), (31, 6), (6, 16), (12, 11), (34, 8), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (15, 12)}",34,N/A,N/A
