iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
11,"((17, 5), <game.Grid object at 0x000001C82D5118D0>)","((16, 5), <game.Grid object at 0x000001C82D510EC0>)",East,"[((18, 5), <game.Grid object at 0x000001C82D511710>)]","[((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((13, 4), <game.Grid object at 0x000001C82D511630>)]","[((18, 5), <game.Grid object at 0x000001C82D511710>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>)]","{((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((15, 3), <game.Grid object at 0x000001C82D510D70>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((13, 4), <game.Grid object at 0x000001C82D511630>)}",10,22,32
12,"((18, 5), <game.Grid object at 0x000001C82D511710>)","((17, 5), <game.Grid object at 0x000001C82D5118D0>)",East,"[((18, 4), <game.Grid object at 0x000001C82D5119B0>)]","[((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((13, 4), <game.Grid object at 0x000001C82D511630>)]","[((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>)]","{((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((15, 3), <game.Grid object at 0x000001C82D510D70>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((13, 4), <game.Grid object at 0x000001C82D511630>)}",11,21,32
13,"((8, 3), <game.Grid object at 0x000001C82D5111D0>)","((9, 3), <game.Grid object at 0x000001C82D511080>)",West,"[((7, 3), <game.Grid object at 0x000001C82D511940>)]","[((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((13, 4), <game.Grid object at 0x000001C82D511630>)]","[((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((7, 3), <game.Grid object at 0x000001C82D511940>)]","{((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((15, 3), <game.Grid object at 0x000001C82D510D70>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((13, 4), <game.Grid object at 0x000001C82D511630>)}",1,33,34
14,"((10, 4), <game.Grid object at 0x000001C82D510FA0>)","((10, 3), <game.Grid object at 0x000001C82D511400>)",North,"[((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>)]","[((13, 4), <game.Grid object at 0x000001C82D511630>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((7, 3), <game.Grid object at 0x000001C82D511940>)]","[((13, 4), <game.Grid object at 0x000001C82D511630>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>)]","{((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",2,32,34
15,"((13, 4), <game.Grid object at 0x000001C82D511630>)","((13, 3), <game.Grid object at 0x000001C82D5115C0>)",North,"[((13, 5), <game.Grid object at 0x000001C82D511A20>), ((13, 3), <game.Grid object at 0x000001C82D511860>)]","[((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>)]","[((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((7, 3), <game.Grid object at 0x000001C82D511940>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",5,29,34
16,"((18, 4), <game.Grid object at 0x000001C82D5119B0>)","((18, 5), <game.Grid object at 0x000001C82D511710>)",South,"[((18, 3), <game.Grid object at 0x000001C82D511A90>)]","[((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>)]","[((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((18, 3), <game.Grid object at 0x000001C82D511A90>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",12,22,34
17,"((10, 3), <game.Grid object at 0x000001C82D5117F0>)","((10, 4), <game.Grid object at 0x000001C82D510FA0>)",South,"[((11, 3), <game.Grid object at 0x000001C82D511C50>), ((9, 3), <game.Grid object at 0x000001C82D511B00>)]","[((13, 3), <game.Grid object at 0x000001C82D511860>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>)]","[((13, 3), <game.Grid object at 0x000001C82D511860>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((9, 3), <game.Grid object at 0x000001C82D511B00>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",3,31,34
18,"((13, 3), <game.Grid object at 0x000001C82D511860>)","((13, 4), <game.Grid object at 0x000001C82D511630>)",South,"[((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","[((11, 3), <game.Grid object at 0x000001C82D511C50>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>)]","[((11, 3), <game.Grid object at 0x000001C82D511C50>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",6,28,34
19,"((11, 3), <game.Grid object at 0x000001C82D511C50>)","((10, 3), <game.Grid object at 0x000001C82D5117F0>)",East,"[((12, 3), <game.Grid object at 0x000001C82D511B70>)]","[((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","[((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((12, 3), <game.Grid object at 0x000001C82D511B70>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((12, 3), <game.Grid object at 0x000001C82D511B70>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",4,30,34
20,"((14, 3), <game.Grid object at 0x000001C82D511DA0>)","((13, 3), <game.Grid object at 0x000001C82D511860>)",East,"[((15, 3), <game.Grid object at 0x000001C82D511BE0>)]","[((12, 3), <game.Grid object at 0x000001C82D511B70>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","[((12, 3), <game.Grid object at 0x000001C82D511B70>), ((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((12, 3), <game.Grid object at 0x000001C82D511B70>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",7,27,34
21,"((12, 3), <game.Grid object at 0x000001C82D511B70>)","((11, 3), <game.Grid object at 0x000001C82D511C50>)",East,"[((13, 3), <game.Grid object at 0x000001C82D511CC0>)]","[((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","[((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((13, 3), <game.Grid object at 0x000001C82D511CC0>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>)]","{((13, 5), <game.Grid object at 0x000001C82D511A20>), ((13, 3), <game.Grid object at 0x000001C82D511CC0>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((12, 3), <game.Grid object at 0x000001C82D511B70>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",5,29,34
22,"((15, 3), <game.Grid object at 0x000001C82D511BE0>)","((14, 3), <game.Grid object at 0x000001C82D511DA0>)",East,"[((16, 3), <game.Grid object at 0x000001C82D511E10>)]","[((13, 3), <game.Grid object at 0x000001C82D511CC0>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>)]","[((13, 3), <game.Grid object at 0x000001C82D511CC0>), ((16, 3), <game.Grid object at 0x000001C82D511E10>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>)]","{((16, 3), <game.Grid object at 0x000001C82D511E10>), ((13, 5), <game.Grid object at 0x000001C82D511A20>), ((13, 3), <game.Grid object at 0x000001C82D511CC0>), ((10, 4), <game.Grid object at 0x000001C82D510FA0>), ((14, 3), <game.Grid object at 0x000001C82D511DA0>), ((10, 5), <game.Grid object at 0x000001C82D5116A0>), ((9, 3), <game.Grid object at 0x000001C82D511080>), ((18, 3), <game.Grid object at 0x000001C82D511A90>), ((13, 3), <game.Grid object at 0x000001C82D511860>), ((11, 3), <game.Grid object at 0x000001C82D511470>), ((15, 3), <game.Grid object at 0x000001C82D511BE0>), ((9, 3), <game.Grid object at 0x000001C82D511B00>), ((17, 5), <game.Grid object at 0x000001C82D5118D0>), ((12, 3), <game.Grid object at 0x000001C82D511390>), ((11, 3), <game.Grid object at 0x000001C82D511C50>), ((12, 3), <game.Grid object at 0x000001C82D511B70>), ((10, 3), <game.Grid object at 0x000001C82D511400>), ((16, 4), <game.Grid object at 0x000001C82D511780>), ((16, 3), <game.Grid object at 0x000001C82D5114E0>), ((18, 4), <game.Grid object at 0x000001C82D5119B0>), ((10, 3), <game.Grid object at 0x000001C82D5117F0>), ((13, 4), <game.Grid object at 0x000001C82D511630>), ((16, 5), <game.Grid object at 0x000001C82D510EC0>), ((12, 3), <game.Grid object at 0x000001C82D511D30>), ((14, 3), <game.Grid object at 0x000001C82D511550>), ((18, 5), <game.Grid object at 0x000001C82D511710>), ((7, 3), <game.Grid object at 0x000001C82D511940>), ((8, 3), <game.Grid object at 0x000001C82D5111D0>), ((13, 3), <game.Grid object at 0x000001C82D5115C0>), ((15, 3), <game.Grid object at 0x000001C82D510D70>)}",8,26,34
