iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
103,"(12, 16)","(13, 16)",West,"[(11, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (11, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (31, 10), (20, 10), (22, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (32, 10)}",94,N/A,N/A
104,"(11, 16)","(12, 16)",West,"[(10, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (10, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (31, 10), (20, 10), (22, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (32, 10)}",95,N/A,N/A
105,"(10, 16)","(11, 16)",West,"[(9, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (9, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (31, 10), (20, 10), (22, 16), (33, 1), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (32, 10)}",96,N/A,N/A
106,"(9, 16)","(10, 16)",West,"[(8, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (8, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (32, 10)}",97,N/A,N/A
107,"(8, 16)","(9, 16)",West,"[(7, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (7, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",98,N/A,N/A
108,"(7, 16)","(8, 16)",West,"[(6, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (6, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",99,N/A,N/A
109,"(6, 16)","(7, 16)",West,"[(5, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (5, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",100,N/A,N/A
110,"(5, 16)","(6, 16)",West,"[(4, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (4, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",101,N/A,N/A
111,"(4, 16)","(5, 16)",West,"[(3, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",102,N/A,N/A
112,"(3, 16)","(4, 16)",West,"[(2, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (2, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",103,N/A,N/A
113,"(2, 16)","(3, 16)",West,"[(1, 16)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 16)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",104,N/A,N/A
114,"(1, 16)","(2, 16)",West,"[(1, 15)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 15)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",105,N/A,N/A
115,"(1, 15)","(1, 16)",South,"[(1, 14)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 14)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (1, 15), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",106,N/A,N/A
116,"(1, 14)","(1, 15)",South,"[(1, 13)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 13)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (1, 15), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",107,N/A,N/A
117,"(1, 13)","(1, 14)",South,"[(1, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 12)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (1, 15), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",108,N/A,N/A
118,"(1, 12)","(1, 13)",South,"[(1, 11)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 11)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (1, 15), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",109,N/A,N/A
119,"(1, 11)","(1, 12)",South,"[(1, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (1, 10)]","{(34, 1), (21, 16), (34, 10), (27, 4), (27, 13), (30, 9), (32, 12), (1, 15), (26, 14), (21, 9), (34, 3), (34, 12), (27, 6), (11, 16), (32, 14), (26, 16), (15, 16), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (32, 4), (33, 12), (24, 9), (1, 16), (34, 4), (31, 14), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (29, 1), (16, 16), (34, 6), (31, 16), (20, 16), (23, 12), (27, 3), (27, 12), (30, 8), (33, 16), (1, 11), (20, 9), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (10, 16), (1, 13), (25, 14), (20, 11), (23, 16), (12, 16), (27, 7), (30, 3), (27, 16), (30, 12), (25, 16), (31, 4), (29, 16), (21, 12), (23, 9), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 16), (31, 6), (6, 16), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10)}",110,N/A,N/A
