iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
147,"(8, 12)","(8, 11)",North,"[(8, 13)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (8, 13)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (6, 9), (7, 8)}",138,N/A,N/A
148,"(8, 13)","(8, 12)",North,"[(8, 14)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (8, 14)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (6, 9), (7, 8)}",139,N/A,N/A
149,"(8, 14)","(8, 13)",North,"[(9, 14)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (9, 14)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (6, 9), (7, 8)}",140,N/A,N/A
150,"(9, 14)","(8, 14)",East,"[(10, 14)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (10, 14)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (6, 9), (7, 8)}",141,N/A,N/A
151,"(10, 14)","(9, 14)",East,"[(10, 13)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (10, 13)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (32, 10), (6, 9), (7, 8)}",142,N/A,N/A
152,"(10, 13)","(10, 14)",South,"[(10, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (10, 12)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",143,N/A,N/A
153,"(10, 12)","(10, 13)",South,"[(10, 11)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (10, 11)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",144,N/A,N/A
154,"(10, 11)","(10, 12)",South,"[(10, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (10, 10)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",145,N/A,N/A
155,"(10, 10)","(10, 11)",South,"[(11, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (11, 10)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",146,N/A,N/A
156,"(11, 10)","(10, 10)",East,"[(12, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (12, 10)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (34, 4), (31, 14), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",147,N/A,N/A
157,"(12, 10)","(11, 10)",East,"[(12, 11)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (12, 11)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",148,N/A,N/A
158,"(12, 11)","(12, 10)",North,"[(12, 12)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (12, 12)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",149,N/A,N/A
159,"(12, 12)","(12, 11)",North,"[(13, 12), (12, 13)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10)]","[(33, 16), (29, 10), (29, 6), (31, 4), (26, 2), (19, 11), (19, 12), (3, 10), (13, 12), (12, 13)]","{(34, 1), (21, 16), (4, 9), (34, 10), (27, 4), (27, 13), (30, 9), (8, 9), (32, 12), (1, 15), (26, 14), (6, 11), (21, 9), (34, 3), (34, 12), (27, 6), (8, 11), (11, 16), (32, 14), (1, 8), (26, 16), (15, 16), (6, 13), (34, 14), (22, 12), (27, 8), (30, 4), (28, 16), (30, 13), (17, 16), (5, 14), (33, 6), (32, 16), (24, 12), (26, 9), (25, 11), (1, 10), (31, 8), (34, 7), (27, 1), (34, 16), (30, 6), (5, 16), (9, 14), (33, 8), (1, 12), (26, 11), (31, 1), (18, 16), (7, 16), (31, 10), (20, 10), (22, 16), (4, 11), (33, 1), (9, 16), (33, 10), (24, 16), (13, 16), (25, 15), (1, 14), (31, 3), (34, 2), (31, 12), (34, 11), (22, 9), (20, 12), (4, 13), (32, 4), (8, 13), (33, 12), (24, 9), (1, 7), (10, 10), (1, 16), (34, 4), (31, 14), (12, 10), (3, 7), (14, 16), (3, 16), (32, 6), (33, 14), (24, 11), (1, 9), (10, 12), (29, 1), (16, 16), (6, 8), (34, 6), (31, 16), (20, 16), (23, 12), (12, 12), (4, 8), (27, 3), (27, 12), (30, 8), (8, 8), (33, 16), (1, 11), (10, 14), (6, 10), (20, 9), (4, 10), (27, 5), (32, 1), (30, 1), (27, 14), (30, 10), (8, 10), (10, 16), (1, 13), (25, 14), (6, 12), (20, 11), (23, 16), (12, 16), (4, 12), (27, 7), (30, 3), (27, 16), (30, 12), (8, 12), (25, 16), (31, 4), (29, 16), (6, 14), (21, 12), (23, 9), (4, 14), (34, 15), (27, 9), (30, 5), (33, 4), (30, 14), (8, 14), (10, 11), (11, 10), (25, 9), (32, 8), (2, 7), (2, 16), (31, 6), (6, 16), (12, 11), (4, 7), (34, 8), (27, 2), (28, 1), (4, 16), (27, 11), (30, 16), (19, 16), (8, 16), (10, 13), (32, 10), (6, 9), (7, 8)}",150,N/A,N/A
